id,created_at,text,Translate to Arabic,Translate to English
167748197958168576,2/9/2012 23:14:21,@khaledalsoury @TH3OXyG3N @iMondas @SyrianBM @Syrian_Thinker @w43L موجود ثري جي اثنين وثلاثين غيغا جديد لكن علبته مفتوحة,,
167605578045202432,2/9/2012 13:47:38,@khaledalsoury Damascus,,
167361532974465024,2/8/2012 21:37:53,I liked a @YouTube video http://t.co/AbDep0Lw باباعمرو هااام جدا لحظة سقوط الصواريخ على المنازل 8-2-2012,,
167350957406031872,2/8/2012 20:55:52,RT @khaledalsoury: مقارنة بين حمص-دبي البارحة واليوم http://t.co/SfaZYB7U,,
167350191484186624,2/8/2012 20:52:49,RT @RedMan4u: قريبا سيصبح لدينا مناعة ضدد القذائف وسنجرب القنابل الكيميائية ونخبركم بالنتيجة تابعونا بالارقام على الفضائيات نتمنى لكم مش ...,,
166943337037840384,2/7/2012 17:56:07,"RT @Mohammad_Hallak: إذا الشعب يوما أراد الحياة
.
.

.
.
.
.
.
فلا بد أن يكون عنده نفط
-الثورة السورية- http://t.co/Mf3pL5og",,
166309093424889856,2/5/2012 23:55:52,RT @NewsSyRev: This is what assad is doing to our children. This is what the Russian & Chinese veto is allowing him to continue doing ht ...,,
166252600600178688,2/5/2012 20:11:23,RT @Soliman1986: @kasimf ٦٠ فيتو امريكي ضد الفلسطينيين ولم تحبطهم فهل فيتو واحد يحبط السوريين!!!!,,60 American Vetos couldn't stop Palestenians. You think 1 Veto will stop Syrians?
166225103338741760,2/5/2012 18:22:07,RT @homsi_news: فقط في سوريا ...الطفل يمسح دم أهله من على الأرض #Syria http://t.co/2midQsO9,,
166225055041331200,2/5/2012 18:21:56,"RT @NewsSyRev: صورة مؤلمة || طفةلة جديدة تحلق إلى السماء اليوم،
الشهيدةالطفلة جلنار عبد السلام نقشبندي من معضميةالشام بريف دمشق
#Syria h ...",,
166104792417046529,2/5/2012 10:24:03,RT @kasimf: نحن أشبه بالكرة التي يتقاذفها فريقان. وحتى عندما تدخل في المرمى فلا تـُحسب لصالحها بل لصالح الفريق الذي أدخلها,,"We are like a ball hit by two football teams, and when it goes into goal, it doesn't count for itself but for the team who scored the goal."
165636145055674368,2/4/2012 3:21:49,إضراب ثلاث أيام تبدأ من اليوم السبت حداداً على شهداء حمص #Syria,,3 Days Strike starts to day on the name of Homs Martyres
165615190577131520,2/4/2012 1:58:33,لأفضل مشاهدة للجزيرة أون لاين http://t.co/lW4noHYW #Syria بشكل عام هذا الموقع اسرع من يوتيوب او موقع الجزيرة للبث المباشر,,
165608763129208832,2/4/2012 1:33:00,RT @CitizenGeo: #Homs - #Damascus international highway has been blocked by FSA unit in Kalamoon #Syria #HomsMassacre,,
165608359880425472,2/4/2012 1:31:24,RT @amrmsalama: و ستفتخر الثورة السورية يوما أنها الوحيدة التي إنتصرت بدون مساعدة أحد و بدون أن تتحمل أفضال من أحد، فقط دماء أبنائها و ع ...,,
165608228783263746,2/4/2012 1:30:53,RT @CitizenGeo: It is currently 03:00 AM in #Syria. People in hot-spots are out in solidarity with #Homs residents. #PrayforSyria #HomsM ...,,
165608197791559680,2/4/2012 1:30:45,RT @BigAlBrand: I cannot say how i feel right now. Homs is hell tonight. Syria is hell tonight.,,
165608061724139520,2/4/2012 1:30:13,"RT @shahed_3ayan: دمشق - ركن الدين |4-2| #Syria مظاهرة في ركن الدين قرب ساحة شمدين ومن الشعارات ""يا حمص نحنا معاكي للموت"". http://t.co/M ...",,
165607918950035456,2/4/2012 1:29:39,RT @zaidbenjamin: عاجل: لجان التنسيق المحلية تقول ان موالين للرئيس الاسد يختطفون الجرحى في مستشفى الامل في حمص ويقدر عددهم بنحو 100 #Syr ...,,
165607914512449536,2/4/2012 1:29:38,"RT @Capone_SY: أنباء عن تسميم المياه في بعض أحياء حمص
#Syria #Homs",,
164424127812345857,1/31/2012 19:05:41,"RT @kasimf: احمد مطر:
قال لزوجته:اسكتى
وقال لابنه:انكتم
صوتكما يجعلنى مشوش التفكير
لا تنبسا بكلمة
أريد أن أكتب عن
حرية التعبير!!!",,
164423533433331713,1/31/2012 19:03:19,RT @SyrWishes: @basselsafadi activism is what u r allowed to do in modern democracies to feel free. If u try to change than u r anti-soc ...,,
164368659849027584,1/31/2012 15:25:16,اصوات انفجارات قوية آتية من عربين #ِSyria,,Sounds of explosions coming from Aarabin #Syria
164368542676942848,1/31/2012 15:24:49,اصوات اطلاق نار كثيف جداً في حرستا الآن #Syria,,Soundsof heavy fire in Harstna now #Syria
164367752415547394,1/31/2012 15:21:40,الاتصالات لا تزال مقطوعة لليوم الخامس في ريف دمشق #Syria,,
164366694066819072,1/31/2012 15:17:28,@wsscherk thanks brother. have a good night,,
164366064900243457,1/31/2012 15:14:58,"@wsscherk if you can that will be great, thanks we are doing similar work and maybe can help or get help on this",,
164365818673627136,1/31/2012 15:13:59,"@wsscherk ok have a good night, and thanks for sharing those good stuff",,
164365395766161409,1/31/2012 15:12:18,@wsscherk btw do you happen to know the people behind this http://t.co/LCf5SMvG ?,,
164365045302689793,1/31/2012 15:10:55,"@wsscherk I mean stolen by people inside syria, like sending it the aids to the wrong people",,
164364956551225344,1/31/2012 15:10:34,"@wsscherk very cool, is there a place where I can read how this campaign is making sure the funding is going to real people and not stolen?",,
164364505386729474,1/31/2012 15:08:46,"@wsscherk thanks for sharing, will read it",,
164364175882190849,1/31/2012 15:07:27,@wsscherk does any of those story make them better than the children who dies in Syria because they are not getting any medicine or help?,,
164363597059854336,1/31/2012 15:05:09,"@wsscherk I'm not angry nor frustrated, just trying to make a point of what I think bad for the country. thanks for your support",,
164363167038844929,1/31/2012 15:03:27,@wsscherk I might be able to name the exceptions if I know them,,
164363041461370880,1/31/2012 15:02:57,@wsscherk because they were afraid about them selves more than the 10th of children who die each day inside and can't travel.,,
164362659523862528,1/31/2012 15:01:26,@wsscherk thanks,,
164362599927005186,1/31/2012 15:01:12,@wsscherk at the end fake people know them selves. sorry for making general statement earlier. there might be few exceptions,,
164362458226638849,1/31/2012 15:00:38,@wsscherk yes i know few of those who left Syria whom I consider fake but not going to say names here since no need for that.,,
164362087844417536,1/31/2012 14:59:10,"@wsscherk well, I don't like to talk about it, but since you asked: yeah I was tortured. I got shot in hand, my friends died in front of me",,
164361288414273537,1/31/2012 14:55:59,"@wsscherk yes I did, my office was destroyed once by ss, and my home was destroyed twice. and I don't know if my dad is alive or not now",,
164360388656369665,1/31/2012 14:52:24,رجاء لكل مين عم يبعت مساعدات يلاقي طريقة يتأكد انها عم توصل للناس الجوعانة ويلي تدمرت بيوتها مو لحتى حدا يستأجر BMW M3,,"Anybody who sends human aid, please make sure that it reaches hungry and homeless people not to people who will rent BMW M3"
164360247375437824,1/31/2012 14:51:51,مشان ما كون عم عمم مو الكل عم يسرق بس كتيرين,,
164360199476486147,1/31/2012 14:51:39,في أحد الناشطين يلي بيشتغلوا بجمع المساعدات بدمشق مستأجر BMW الفئة الثالثة رياضية M3 مع العلم انو ما بيشتغل شي ولا عندو مصدر دخل #Syria,,
164360023407988736,1/31/2012 14:50:57,وعلى سيرة سرقة المساعدات بالثورة السورية، في كتير حالات صارت موثقة وهالناشطين لح يتعاقبوا حتى قبل سقوط النظام #Syria,,
164359874841546752,1/31/2012 14:50:22,بالمناسبة يلي قاعد برا سورية وبرأيو عم يدعم الثورة السورية بالمال، بحب قلك انو معظم المساعدات عم تنسرق، فما تحس حالك عامل شي منيح #Syria,,
164359258136260608,1/31/2012 14:47:55,وأسوأ من هيك السوريين يلي عايشين برا بينظروا عليك، حبيباتي انتوا لا عندكم مخابرات ولا دبابات تقصف بيوتكم بئا رجاء اسكتوا والتهوا بحياتكم,,
164358998332678144,1/31/2012 14:46:53,ويلي بيقهر اكتر انو بتضل تسمع من السوريين يلي برا سورية انو نحنا معكم والله يقويكم، وين معنا يعني؟ انتوا عايشين برا شو قدمتوا لسورية؟ #Syria,,
164358569452515328,1/31/2012 14:45:11,@khaledalsoury ذكرتني من يومين كان يلي بيفوت على الفيسبوك بيقول النظام بسورية سقط والناس عم تموت بالشوارع.,,
164358273837957121,1/31/2012 14:44:00,@khaledalsoury والله يا صديقي ما لح يكون الهم مكان ابداً هدون بكرا شوف، اذا الشعب السوري نجح باسقاط النظام ما في اسهل من اسقاط هدون,,
164357089865637888,1/31/2012 14:39:18,@khaledalsoury وصلت :) شكرا حبيبي,,
164355948582932480,1/31/2012 14:34:46,the people who are in real danger never leave their countries. they are in danger for a reason and for that they don't leave #Syria,,
164355818035228672,1/31/2012 14:34:15,I don't think any of the activists who ran out of #Syria were in real danger. they pretend to be in danger to get a nice life out. all #FAKE,,
164355478678290432,1/31/2012 14:32:54,media never interviewed any real protest organizer in #Syria all the people who pretended that are lying. ALL OF THEM,,
164355199627034626,1/31/2012 14:31:47,"glad that real people on the ground (protestors, real protest organizers) understand how activists should not be part of a new #Syria",,
164354870567116800,1/31/2012 14:30:29,every so called activist in #Syria who was jailed for a month or two is now trying to make a hero of him self. I'm sick of that #Syria,,
164354595982819329,1/31/2012 14:29:23,activists who think they are making changes in their countries are not. the people on the ground are the ones who make that #Syria,,
164354418572132352,1/31/2012 14:28:41,in the new regime of #Syria non of the famous internet icons of the syrian revolution will have a place.,,
164354237436919808,1/31/2012 14:27:58,media don't know the real people and they will never do. the people you are interviewing are full of shit and they don't represent us #Syria,,
164353993315856384,1/31/2012 14:27:00,and btw yeah I do think that many activists in #Syria are just thieves and there will be no place for them in the new regime #Syria,,
164353740554514434,1/31/2012 14:25:59,real ppl don't need to call them selves activists since they do real and important stuff so they don't need to make it up for them selves,,
164353559209578496,1/31/2012 14:25:16,people do activism because it make them feel good about them self. since they were not able to do anything good in their lives #Syria,,
164353335770628096,1/31/2012 14:24:23,"activism is another word for crap, at least in #Syria, real people who die each day or loose their families don't talk about what they do",,
164350971055575042,1/31/2012 14:14:59,I liked a @YouTube video from @farisxi http://t.co/wRAshYEp You are not alone | كلنا معكِ  يا سوريا,,
164114634243190784,1/30/2012 22:35:52,I liked a @YouTube video http://t.co/s5pSQUuy How Microchips are made,,
163984542959538177,1/30/2012 13:58:56,I liked a @YouTube video http://t.co/jG7tpSBM ПУТИН и ВДВшники.avi,,
163773136964300800,1/29/2012 23:58:53,I liked a @YouTube video http://t.co/hc5RXmr7 الانتفاضة الفلسطينية و الثورة السورية,,
163766710162300928,1/29/2012 23:33:21,I liked a @YouTube video http://t.co/o8JEMrt2 شهداء كرم الزيتون مقطع أبكاني,,
163008287002984448,1/27/2012 21:19:38,الاتصالات والكهرباء والماء مقطوعين في حرستا منذ اكثر من ٣٦ ساعة مع فرض حظر تجول ومنع الناس من الدخول او الخروج إلى المدينة #syria,,
162905259113590784,1/27/2012 14:30:15,في حرستا بريف دمشق، الاتصالات والكهرباء مقطوعين منذ مساء البارحة #Syria,,
162901929637314560,1/27/2012 14:17:01,حرستا محاصرة، اعتقالات عشوائية، الأمن اقتحم مسجد الزهراء بالأحذية وقام بتكسير محتوياته #Syria,,
162521538380316672,1/26/2012 13:05:28,مع اني ما كتير بحبو لأدونيس بس بعض ما قالو بهي المقابلة وخاصة عن التمرد والثورة مهم: http://t.co/jFtno705,,
162190489762791426,1/25/2012 15:10:00,الآن إطلاق نار كثيف وبأسلحة ثقيلة في حرستا #Syria,,
162180755668213761,1/25/2012 14:31:19,I liked a @YouTube video http://t.co/UZsg5CDH تفجير الميدان : الحقيقة أمام اعينكم,,
161391676764594179,1/23/2012 10:15:48,RT @newsycombinator: Stallman: Facebook IS Mass Surveillance http://t.co/yJudqebK,,
160875756610797569,1/22/2012 0:05:43,"seriously what exactly services like latitude, last.fm and doppler are made for?",,
160769867199430656,1/21/2012 17:04:57,"pretty cool, thanks RT @kyrah404 http://t.co/6CoM1bAs is what you want ;)",,
160740948375126016,1/21/2012 15:10:03,"deleted my Yahoo, Hotmail, flickr, digg and stumbleupon accounts one way forward to social freedom",,
160003312350003205,1/19/2012 14:18:57,@seanbonner yeah will keep twitter,,
160002859793006593,1/19/2012 14:17:09,"deleted my Linkedin, foursquare and google plus accounts. still need to delete facebook and hopefully will be distractions free",,
156871734451109890,1/10/2012 22:55:10,I liked a @YouTube video http://t.co/8rqNq7lf الإتجا المعاكس - بعثة المراقبين العرب,,
156865542840520704,1/10/2012 22:30:34,I liked a @YouTube video http://t.co/aaZR67m3 أنور مالك عضو لجنة المراقبين العرب المنسحب منها 10-1.mp4,,
156702816411455488,1/10/2012 11:43:57,ملخص خطاب بشار الجحش: السكين مجرد أداة #Syria,,
156538038883852288,1/10/2012 0:49:11,get free apps for iOS devices really work http://t.co/qdhE6mp3,,
156487281031655425,1/9/2012 21:27:29,"Deadly Unrest in Syria, collection of photos from AP and Reuters http://t.co/NxNBHFNl",,
155800303822843904,1/7/2012 23:57:41,"I liked a @YouTube video http://t.co/VKU2nUUM Homs, Talbieseh.تلبيسة  قصف بالصواريخ والرشاشات الثقيلة",,
155091690934374400,1/6/2012 1:01:55,I liked a @YouTube video http://t.co/cJScTN2C Slow Motion Raptor Strikes - Smarter Every Day 38,,
155076532254150658,1/6/2012 0:01:41,I liked a @YouTube video http://t.co/3zhHkaIv شخابيط ثورية 6: بالورقة والقلم.. هل تعلم؟,,
155061797886504960,1/5/2012 23:03:08,"RT @kendeeel: في شباب حمص شيء عجيب ..عندما تأتون سأعرفكم على الجنود المجهولة (إن بقوا أحياء) وأنتم احكموا عليهم .. ليس مثلهم أحد ت
#Homs",,
155061662909607936,1/5/2012 23:02:36,"RT @kendeeel: إحدى العائلات القريبة لي فقدت اسمها (لقبها),لأنه لم يعد فيها شباب !! كنتم تتفرجون عليهم وهم يموتون ..البارحة استشهد آخر شب ...",,
154250243133808640,1/3/2012 17:18:18,@_Soul_A اي هو بالمشفى، اكل قتلة وفقد الوعي من مبارح وهلأ طالعوه من المشفى على بيت عمتو وضعو مستقر بس لسا ما صحي الأطباء عم يقولو بيقوم,,
153482226644959233,1/1/2012 14:26:29,I liked a @YouTube video http://t.co/tB6londI دوّار الشمس - الرستن - Tournesols - Al-Rastan,,
153002353501544448,12/31/2011 6:39:38,I liked a @YouTube video http://t.co/VY6rWAP6 سوريا: الارهاب اليومي- شارع القناص في حمص - 12-12-2011,,
152999140505288706,12/31/2011 6:26:52,طيب هي مجدل شمس طلعت مظاهرة ضد بشار، وبشار اعتقل ابراهيم الشقاقي أحد المقاومين الفلسطينيين وقبلو رزان غزاوي. إسرائيل بشار معاكي للموت #Syria,,
152824657156915200,12/30/2011 18:53:32,I liked a @YouTube video http://t.co/Kl6DlZd6 درعا : دخول لجنة الجامعة العربية الى حي طريق السد30-12-2011,,
152158058951344128,12/28/2011 22:44:42,I liked a @YouTube video http://t.co/UdMV4TwR اطلاق نار على اللجنة العربية28 12 2011,,
151810183109160960,12/27/2011 23:42:22,I liked a @YouTube video http://t.co/CAFavKMn Fwd: حماة-حي البارودية مقابلة مع احد المتظاهرين 27-12-2011,,
151431829474390016,12/26/2011 22:38:56,I liked a @YouTube video http://t.co/FC0aIgt6 أكبر اعتصام مفاجئ لأجل سوريا  | Biggest flash mob for Syria - T,,
151425010223947776,12/26/2011 22:11:50,@oussamaalrifai لاء اكيد مو هاد همي بس عجبتني الفكرة تبع الدولة الاسلامية مشان هيك نشرتو، لو كنت شايفو من قبل كنت نشرتو كمان ;),,
151306927790489601,12/26/2011 14:22:37,I liked a @YouTube video http://t.co/TS7YdABX نجل امين حزب البعث للعربية مقتل والديه على يد الامن,,
151304127371153409,12/26/2011 14:11:29,I liked a @YouTube video http://t.co/Xyor87iL العربية مستشار محجوب عضو لجنة المراقبين يتحدث عن اصابته ويفضح ا,,
151303532098764800,12/26/2011 14:09:07,شو مشان؟ http://t.co/8ODtrUGt مقطع نادر لحسن نصر الله، جمهورية اسلامية ايرانية بلبنان؟,,
151299913190342656,12/26/2011 13:54:44,@iyadAqel وانا كمان بس اذا عملوا هيك تصريحات بيصير في أمل,,
151299152872083456,12/26/2011 13:51:43,@iyadAqel يعني في أمل من اللجنة افهم من حكيك؟,,
151298336836681728,12/26/2011 13:48:29,في أخبار انو مستشار محجوب عضو لجنة المراقبين - يتعرض للإصابة ويقول أن ما يحصل في سوريا هو ابادة جماعية في طريقة لتأكيد هالحكي #Syria,,
151290303633031168,12/26/2011 13:16:33,Creative resistance challenges Syria's regime http://t.co/tUR7zzpt,,
150792486992887808,12/25/2011 4:18:25,"RT @edwardedark: very important leaked video from inside Homs Central prison taken 12-11-2011, shows terrible conditions http://t.co/kyu ...",,
150790101025296385,12/25/2011 4:08:56,RT @Hawanyaty: @freiheit_0 @ahmadtalk اشعر قضيتنا صارت كقضية فلسطين. الحق واضح وجلي والعالم يتغابى ويتجاهل #Syria,,
150603778033319936,12/24/2011 15:48:33,انتشار أمني كثيف بحرستا #Syria,,
150564657571172352,12/24/2011 13:13:06,@Syrian_Thinker @_soul_a بالمناسبة مبارح بعد هالحكي رحت وما شفت اي ضرر على مبنى الاذاعة والتلفزيون,,
150564240326008833,12/24/2011 13:11:26,@alharriri yes sent both the skype and phone number to that email. thanks,,
150562533604999170,12/24/2011 13:04:39,"@alharriri there email is not working, the guy is: freedom.homs",,
150557555263946752,12/24/2011 12:44:53,"Bab Amer: heavy bombing by Syrian army, I have eyewitness from there who wants to talk to media. if interested DM me #Syria",,
150557411109904384,12/24/2011 12:44:18,الآن: قصف عنيف على باب عمرو يمكن سماعه بوضوح. لدي أشخاص يريدون التحدث على الإعلام عبر سكايب من هناك، راسلني اذا كنت مهتم #Syria,,
150312014437302272,12/23/2011 20:29:11,@RT4Syrians يلعن ابو القاعدة اكيد بسببهم هي,,
150311925752926208,12/23/2011 20:28:50,"RT @RT4Syrians: #Syria 
سوريا: رفع سعر البنزين الى ٥٠ ليرة لليتر!",,
150308723838038016,12/23/2011 20:16:07,حرستا: حظر تجول ويمنع الناس من مغادرة البلد #Syria,,
150307581980704768,12/23/2011 20:11:34,بعثة المراقبين نزلوا على مسيرة التأييد بالسبع بحرات، شو هالمراقبة هي. ويوم جمعة يلي في مئات المناطق مشتعلة يروحوا على حرستا #Syria,,
150250734213021696,12/23/2011 16:25:41,RT @wesamasri: خرق أمني كبير .. يجب أن يُقال كل رؤساء فروع أمن الدولة والمخابرات لفشلهم الذريع في المحافظة على البلاد من خطر الإرهابيين  ...,,
150246261772124160,12/23/2011 16:07:54,@Syrian_Thinker @_soul_a انو اتضرر من جوا؟ رايح شوف هلا اذا اتضرر من برا كمان,,
150239791177400321,12/23/2011 15:42:12,شو مشان موضوع انو الجثث يلي طلعت مقطعة اليوم بفيديو التفجير كلها منفخة؟ يعني مو جديدة صرلا فترة ميتة؟ #Syria,,
150239220429094913,12/23/2011 15:39:56,قال مبنى التلفزيون تضرر! معناتا كل الأبنية من كفرسوسة للأمويين لازم تكون تساوت بالأرض! يلعن سماكون مو لها الدرجة شاطة ريالتنا (via @_Soul_A),,
150238316216852480,12/23/2011 15:36:20,@mbnoimi مو على قناة، في حدا من هونيك خبرني,,
150237349886959617,12/23/2011 15:32:30,عاجل، انطلاق مظاهرة الآن في الجولان المحتل تطالب بشار الأسد بالرحيل #Syria,,
150235850909814784,12/23/2011 15:26:32,RT @MajedAldomari: هل تتذكرون نكتة الحمصي المخابرات يلي راح على اسرائيل وانكشف لأنو حاطط صورة نتنياهو على سيارتو؟ المخابراتجية عنا مفكري ...,,
150235772174348289,12/23/2011 15:26:13,هلأ شكلها السيارة يلي عملت التفجير عليها صورة بن لادن واخوه وابنه وكم انطين وبرداية للبلور الوراني بس لأ عنجد الدنيا قالت عليها صورة بن لادن,,
150233331743719426,12/23/2011 15:16:32,ما عم افهم ليه لهلأ النظام ما عم يعلن أسماء أصحاب الأشلاء من المواطنين والأمن الأبرياء. إلا اذا كانت فعلاً أشلاء شهداء ادلب وتفجير مفبرك,,
150232937479151617,12/23/2011 15:14:58,RT @yashaam: لا أدري بأي عقل ومنطق يفكر المصدقون لرواية النظام.. هل يعقل أن العصابات انتظرت وصول المراقبين لتكشف عن نفسها وتؤكد رواية ال ...,,
150232030662242304,12/23/2011 15:11:21,"@donatelladr exactly, there are no names",,
150210578164629506,12/23/2011 13:46:07,I liked a @YouTube video from @syriaforfreedo1 http://t.co/mGr7oFxH قامشلو ضيوف من مصياف,,
150209791141232641,12/23/2011 13:42:59,كل هالكلاب التموا مشان يضربوا واحد ختيار هتف بالشارع الله أكبر http://t.co/qMRpWPDX #Syria,,
150207239058227202,12/23/2011 13:32:51,RT @CitizenGeo: الخبر على سيريا نيوز منذ 24 ساعة: مصدر حكومي لبناني يؤكد دخول عناصر من تنظيم القاعدة إلى سورية عبر بلدة عرسال الحدودية # ...,,
